Delivery_person_Age,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
45581    No
45582    No
45583    No
Name: Festival, Length: 45584, dtype: object>",Metropolitian,10
33.0,Sandstorms,Medium,Meal,scooter,1.0,No,Metropolitian,25
22.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,15
33.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,42
37.0,Sunny,Low,Snack,scooter,1.0,No,Metropolitian,20
29.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Urban,30
20.0,Sunny,Medium,Meal,motorcycle,0.0,No,Metropolitian,20
36.0,Stormy,Low,Drinks,electric_scooter,0.0,No,Urban,17
37.0,Stormy,Jam,Meal,scooter,1.0,No,Metropolitian,34
23.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,31
29.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,28
20.0,Sandstorms,Low,Buffet,motorcycle,0.0,No,Metropolitian,17
36.0,Sunny,Medium,Buffet,electric_scooter,1.0,No,Metropolitian,21
25.0,Sandstorms,Low,Meal,scooter,1.0,No,Urban,17
23.0,Cloudy,Jam,Buffet,scooter,0.0,No,Metropolitian,39
28.0,Stormy,Medium,Buffet,scooter,1.0,No,Urban,20
32.0,Stormy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,27
26.0,Cloudy,High,Meal,motorcycle,1.0,No,Metropolitian,25
29.0,Windy,Jam,Buffet,motorcycle,1.0,No,Urban,21
22.0,Windy,High,Drinks,motorcycle,1.0,No,Metropolitian,29
27.0,Sunny,Medium,Drinks,scooter,1.0,No,Urban,13
28.0,Sandstorms,Jam,Drinks,scooter,0.0,No,Metropolitian,17
26.0,Windy,Medium,Meal,motorcycle,0.0,No,Urban,20
26.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,23
29.0,Cloudy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,39
20.0,Cloudy,Low,Snack,electric_scooter,1.0,No,Urban,17
25.0,Windy,Low,Snack,electric_scooter,0.0,"<bound method Series.mode of 0        No
1        No
2        No
3        No
4        No
         ..
45579    No
45580    No
45581    No
45582    No
45583    No
Name: Festival, Length: 45584, dtype: object>",Metropolitian,12
21.0,Sunny,Jam,Drinks,motorcycle,1.0,Yes,Metropolitian,41
31.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,30
37.0,Fog,High,Meal,motorcycle,1.0,No,Metropolitian,36
25.0,Sunny,Low,Meal,scooter,1.0,No,Metropolitian,38
29.0,Windy,Medium,Snack,scooter,0.0,No,Metropolitian,18
35.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,18
36.0,Sandstorms,Jam,Buffet,motorcycle,0.0,No,Metropolitian,43
23.0,Stormy,Jam,Meal,motorcycle,0.0,No,Metropolitian,26
32.0,Stormy,Jam,Snack,electric_scooter,0.0,No,Metropolitian,26
22.0,Sunny,Medium,Buffet,motorcycle,1.0,No,Urban,19
30.0,Sunny,Low,Drinks,scooter,1.0,No,Metropolitian,23
21.0,Cloudy,Medium,Meal,electric_scooter,1.0,No,Metropolitian,35
30.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,42
26.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,38
20.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,23
35.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,27
25.0,Fog,Jam,Drinks,scooter,1.0,No,Metropolitian,27
32.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,28
20.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Metropolitian,13
21.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,24
25.0,Fog,Jam,Meal,motorcycle,0.0,No,Metropolitian,20
31.0,Sandstorms,Jam,Meal,scooter,1.0,No,Urban,27
32.0,Sandstorms,Low,Meal,motorcycle,0.0,No,Metropolitian,20
25.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,23
27.0,Cloudy,High,Drinks,scooter,1.0,No,Metropolitian,26
32.0,Stormy,High,Drinks,motorcycle,2.0,No,Metropolitian,45
24.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,18
37.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,34
38.0,Windy,Low,Meal,motorcycle,1.0,No,Urban,29
34.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,25
28.0,Windy,Jam,Meal,scooter,1.0,No,Metropolitian,22
25.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,19
25.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,16
38.0,Sunny,Low,Snack,scooter,0.0,No,Metropolitian,13
24.0,Stormy,Jam,Snack,scooter,0.0,No,Metropolitian,19
35.0,Sunny,Low,Meal,scooter,1.0,No,Urban,27
36.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,26
21.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,27
38.0,Sandstorms,Low,Buffet,motorcycle,1.0,No,Metropolitian,27
29.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,13
38.0,Windy,High,Buffet,motorcycle,1.0,Yes,Metropolitian,49
38.0,Cloudy,Low,Snack,motorcycle,0.0,No,Urban,17
21.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,27
27.0,Sunny,Jam,Snack,motorcycle,1.0,No,Urban,14
30.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,28
29.0,Sandstorms,High,Meal,scooter,1.0,No,Metropolitian,18
21.0,Stormy,Low,Drinks,scooter,0.0,No,Urban,18
21.0,Sunny,High,Meal,motorcycle,1.0,No,Metropolitian,14
32.0,Windy,Jam,Meal,scooter,2.0,No,Metropolitian,43
24.0,Sunny,Low,Meal,motorcycle,1.0,No,Metropolitian,22
22.0,Sandstorms,Low,Meal,motorcycle,0.0,No,Metropolitian,17
26.0,Cloudy,Medium,Drinks,scooter,0.0,No,Metropolitian,39
38.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,45
37.0,Cloudy,High,Drinks,scooter,1.0,No,Metropolitian,25
25.0,Sandstorms,Jam,Buffet,scooter,0.0,No,Metropolitian,26
38.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Metropolitian,33
35.0,Windy,High,Meal,motorcycle,1.0,No,Metropolitian,47
33.0,Fog,High,Drinks,scooter,0.0,No,Metropolitian,32
29.0,Sunny,Low,Drinks,motorcycle,1.0,No,Metropolitian,43
33.0,Cloudy,Low,Meal,scooter,0.0,No,Metropolitian,16
28.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Urban,25
27.0,Cloudy,Jam,Snack,motorcycle,2.0,No,Metropolitian,38
22.0,Stormy,Jam,Meal,motorcycle,1.0,No,Metropolitian,32
29.0,Sandstorms,Jam,Drinks,electric_scooter,1.0,No,Urban,17
36.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,16
37.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,23
29.0,Sunny,Low,Buffet,motorcycle,0.0,No,Urban,11
21.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,29
24.0,Windy,Jam,Meal,electric_scooter,0.0,No,Metropolitian,25
23.0,Stormy,Medium,Buffet,scooter,1.0,No,Metropolitian,27
24.0,Windy,Medium,Snack,motorcycle,1.0,No,Urban,15
22.0,Sandstorms,High,Snack,motorcycle,0.0,No,Metropolitian,16
29.0,Fog,Low,Meal,electric_scooter,1.0,No,Metropolitian,18
20.0,Cloudy,Low,Snack,scooter,1.0,No,Urban,17
32.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,27
31.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,37
32.0,Stormy,High,Drinks,motorcycle,1.0,No,Metropolitian,33
37.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,16
20.0,Stormy,Low,Drinks,motorcycle,1.0,No,Metropolitian,16
38.0,Stormy,Jam,Meal,scooter,1.0,No,Metropolitian,31
27.0,Cloudy,Medium,Meal,scooter,1.0,No,Metropolitian,31
36.0,Stormy,High,Drinks,motorcycle,0.0,No,Metropolitian,25
25.0,Sandstorms,Low,Snack,scooter,0.0,No,Urban,10
35.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,36
30.0,Sunny,Low,Drinks,electric_scooter,0.0,No,Urban,19
26.0,Sandstorms,Medium,Drinks,scooter,0.0,No,Metropolitian,26
38.0,Windy,Medium,Drinks,scooter,0.0,No,Metropolitian,26
35.0,Sandstorms,Low,Snack,scooter,1.0,No,Metropolitian,27
28.0,Fog,Low,Snack,scooter,1.0,No,Metropolitian,22
24.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,27
32.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,26
34.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Urban,30
21.0,Stormy,Jam,Meal,motorcycle,0.0,No,Metropolitian,23
30.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,41
32.0,Stormy,Medium,Drinks,motorcycle,0.0,No,Urban,37
33.0,Sandstorms,Medium,Drinks,scooter,1.0,No,Metropolitian,35
35.0,Windy,High,Snack,motorcycle,1.0,No,Metropolitian,30
30.0,Fog,Medium,Snack,motorcycle,0.0,No,Metropolitian,18
39.0,Stormy,Jam,Drinks,scooter,1.0,No,Metropolitian,26
33.0,Windy,Medium,Drinks,motorcycle,2.0,No,Metropolitian,36
26.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,20
21.0,Sunny,Low,Meal,motorcycle,1.0,No,Metropolitian,12
20.0,Stormy,Jam,Meal,scooter,0.0,No,Metropolitian,15
37.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,42
26.0,Sunny,Jam,Meal,electric_scooter,1.0,No,Metropolitian,16
22.0,Sandstorms,Low,Drinks,motorcycle,0.0,No,Urban,23
28.0,Cloudy,Jam,Snack,scooter,1.0,No,Metropolitian,34
37.0,Sandstorms,Jam,Buffet,scooter,1.0,No,Metropolitian,41
21.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,17
30.0,Windy,Medium,Buffet,scooter,0.0,No,Metropolitian,28
34.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,31
30.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,35
21.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,14
35.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,42
20.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,28
28.0,Stormy,Medium,Buffet,scooter,1.0,No,Metropolitian,29
32.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,38
29.0,Sunny,Jam,Snack,scooter,1.0,No,Metropolitian,26
35.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,17
26.0,Sandstorms,Low,Snack,motorcycle,0.0,No,Metropolitian,13
21.0,Windy,Medium,Meal,scooter,0.0,No,Metropolitian,20
32.0,Windy,Jam,Snack,motorcycle,1.0,No,Urban,43
22.0,Cloudy,Medium,Snack,scooter,1.0,No,Metropolitian,35
27.0,Sandstorms,High,Meal,motorcycle,0.0,No,Metropolitian,37
23.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,24
37.0,Stormy,Jam,Buffet,motorcycle,0.0,No,Metropolitian,39
33.0,Fog,Jam,Snack,scooter,0.0,No,Metropolitian,36
36.0,Sunny,Medium,Buffet,electric_scooter,0.0,No,Metropolitian,29
24.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,28
34.0,Sunny,Jam,Buffet,scooter,1.0,No,Metropolitian,31
37.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,29
28.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,27
29.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,28
34.0,Fog,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,33
33.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,21
35.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,39
26.0,Windy,High,Drinks,motorcycle,1.0,No,Metropolitian,18
34.0,Windy,Jam,Meal,electric_scooter,2.0,No,Metropolitian,36
30.0,Sunny,Jam,Meal,scooter,1.0,No,Metropolitian,17
32.0,Cloudy,Medium,Meal,scooter,1.0,No,Metropolitian,17
28.0,Stormy,High,Meal,electric_scooter,1.0,No,Urban,10
25.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,18
27.0,Sunny,Low,Buffet,motorcycle,1.0,No,Metropolitian,26
24.0,Sandstorms,Jam,Snack,electric_scooter,1.0,No,Metropolitian,21
15.0,Fog,Low,Drinks,bicycle,1.0,No,Metropolitian,25
31.0,Cloudy,Low,Buffet,electric_scooter,1.0,No,Urban,25
20.0,Cloudy,Jam,Buffet,scooter,0.0,No,Metropolitian,25
32.0,Sunny,Jam,Buffet,motorcycle,0.0,No,Metropolitian,19
32.0,Sandstorms,Jam,Buffet,scooter,1.0,No,Metropolitian,37
23.0,Stormy,Low,Buffet,motorcycle,0.0,No,Metropolitian,13
28.0,Sunny,Medium,Drinks,motorcycle,0.0,No,Urban,18
22.0,Stormy,Low,Buffet,scooter,1.0,No,Metropolitian,12
27.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,26
35.0,Sunny,Jam,Snack,electric_scooter,0.0,No,Metropolitian,21
33.0,Sandstorms,Medium,Snack,scooter,1.0,No,Metropolitian,33
33.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,26
37.0,Stormy,Medium,Snack,scooter,0.0,No,Metropolitian,32
38.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,19
28.0,Cloudy,Low,Meal,electric_scooter,1.0,No,Metropolitian,26
37.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,32
37.0,Fog,Low,Meal,scooter,0.0,No,Metropolitian,19
36.0,Stormy,Jam,Drinks,scooter,1.0,No,Urban,29
31.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,38
39.0,Windy,Low,Meal,scooter,1.0,No,Metropolitian,27
30.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,37
28.0,Fog,Low,Snack,motorcycle,0.0,No,Urban,23
35.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,29
29.0,Sunny,High,Meal,motorcycle,1.0,Yes,Urban,48
26.0,Sunny,High,Buffet,electric_scooter,0.0,No,Urban,12
21.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,28
34.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,34
34.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,49
23.0,Sunny,Medium,Snack,motorcycle,0.0,No,Metropolitian,21
24.0,Cloudy,Low,Snack,motorcycle,1.0,No,Urban,19
30.0,Windy,Jam,Buffet,motorcycle,1.0,No,Urban,34
36.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,24
36.0,Sunny,Jam,Snack,scooter,1.0,No,Metropolitian,18
20.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,28
33.0,Sandstorms,Medium,Snack,scooter,0.0,No,Metropolitian,24
39.0,Sunny,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,17
21.0,Cloudy,Jam,Meal,motorcycle,1.0,No,Metropolitian,35
39.0,Windy,Jam,Drinks,scooter,1.0,No,Metropolitian,34
32.0,Stormy,Jam,Snack,scooter,0.0,No,Metropolitian,42
31.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,18
30.0,Stormy,Medium,Snack,motorcycle,1.0,No,Metropolitian,29
27.0,Cloudy,Low,Snack,motorcycle,0.0,No,Metropolitian,17
36.0,Fog,High,Drinks,scooter,1.0,No,Metropolitian,38
25.0,Fog,Jam,Drinks,motorcycle,1.0,No,Urban,41
30.0,Windy,High,Meal,scooter,1.0,No,Metropolitian,30
22.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,19
21.0,Stormy,Medium,Meal,motorcycle,0.0,No,Metropolitian,28
24.0,Sunny,Low,Snack,motorcycle,0.0,No,Urban,14
28.0,Sunny,Low,Snack,scooter,1.0,No,Metropolitian,26
24.0,Fog,Jam,Buffet,scooter,0.0,No,Metropolitian,25
31.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,26
29.0,Fog,Low,Snack,scooter,0.0,No,Metropolitian,26
31.0,Fog,High,Buffet,motorcycle,1.0,No,Metropolitian,36
22.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,13
37.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,38
39.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,44
25.0,Cloudy,Medium,Buffet,scooter,0.0,No,Urban,10
22.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,24
28.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,41
29.0,Fog,Low,Meal,motorcycle,0.0,No,Metropolitian,41
32.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,47
29.0,Sandstorms,Medium,Buffet,scooter,1.0,No,Metropolitian,27
30.0,Stormy,High,Drinks,motorcycle,1.0,No,Metropolitian,40
29.0,Stormy,Jam,Meal,motorcycle,0.0,No,Metropolitian,39
23.0,Stormy,Low,Drinks,motorcycle,1.0,No,Urban,29
39.0,Cloudy,Medium,Meal,motorcycle,1.0,Yes,Metropolitian,41
37.0,Cloudy,Medium,Snack,motorcycle,1.0,No,Metropolitian,17
32.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,16
30.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,31
26.0,Stormy,Jam,Drinks,motorcycle,0.0,No,Urban,10
21.0,Stormy,High,Meal,motorcycle,1.0,No,Metropolitian,18
29.0,Fog,Jam,Meal,motorcycle,1.0,No,Urban,33
38.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,39
35.0,Windy,Low,Meal,motorcycle,1.0,No,Metropolitian,27
22.0,Stormy,Medium,Buffet,electric_scooter,1.0,No,Metropolitian,23
27.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,29
24.0,Sunny,High,Buffet,motorcycle,0.0,No,Metropolitian,15
23.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,41
23.0,Cloudy,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,30
33.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,37
39.0,Cloudy,Medium,Meal,motorcycle,0.0,No,Metropolitian,19
22.0,Sunny,Low,Meal,electric_scooter,0.0,No,Urban,31
24.0,Sunny,Jam,Drinks,scooter,0.0,No,Urban,17
34.0,Sandstorms,Medium,Snack,scooter,0.0,No,Metropolitian,31
33.0,Stormy,Jam,Snack,motorcycle,0.0,No,Metropolitian,53
20.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,33
31.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Urban,37
38.0,Windy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,45
36.0,Sunny,Low,Buffet,scooter,1.0,No,Metropolitian,23
20.0,Fog,Low,Snack,motorcycle,1.0,No,Urban,20
21.0,Windy,Low,Meal,electric_scooter,0.0,No,Metropolitian,14
25.0,Sandstorms,Low,Meal,scooter,0.0,No,Metropolitian,15
31.0,Windy,Low,Snack,motorcycle,2.0,No,Metropolitian,33
37.0,Cloudy,Low,Snack,motorcycle,0.0,No,Metropolitian,29
29.0,Windy,Jam,Snack,motorcycle,0.0,No,Metropolitian,34
28.0,Sunny,Jam,Meal,scooter,0.0,No,Metropolitian,18
29.0,Cloudy,Medium,Meal,motorcycle,0.0,No,Metropolitian,23
24.0,Sandstorms,Low,Meal,scooter,0.0,No,Metropolitian,14
24.0,Stormy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,16
37.0,Windy,Low,Drinks,motorcycle,1.0,No,Urban,20
37.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,25
29.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,17
29.0,Sandstorms,Jam,Meal,motorcycle,0.0,No,Urban,12
20.0,Fog,Jam,Drinks,motorcycle,0.0,No,Metropolitian,43
23.0,Fog,Medium,Drinks,scooter,1.0,No,Metropolitian,14
22.0,Sunny,Low,Meal,scooter,0.0,No,Metropolitian,19
24.0,Cloudy,Low,Snack,motorcycle,0.0,No,Metropolitian,23
39.0,Windy,Jam,Meal,scooter,0.0,No,Metropolitian,31
24.0,Stormy,Jam,Meal,motorcycle,0.0,No,Urban,13
27.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,15
35.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,16
23.0,Cloudy,High,Drinks,scooter,1.0,No,Metropolitian,30
23.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Metropolitian,12
21.0,Cloudy,Medium,Snack,scooter,1.0,No,Urban,31
36.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Urban,21
32.0,Cloudy,Medium,Meal,scooter,0.0,No,Metropolitian,39
30.0,Cloudy,Low,Drinks,scooter,0.0,No,Metropolitian,17
23.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Urban,32
34.0,Sandstorms,Medium,Buffet,scooter,1.0,No,Metropolitian,22
29.0,Cloudy,High,Drinks,motorcycle,0.0,No,Metropolitian,28
34.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,29
29.0,Fog,Low,Drinks,scooter,1.0,No,Metropolitian,18
26.0,Cloudy,Jam,Snack,scooter,1.0,No,Metropolitian,31
25.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,43
36.0,Fog,Medium,Buffet,scooter,0.0,No,Metropolitian,38
26.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,22
32.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,27
39.0,Fog,Medium,Buffet,scooter,0.0,No,Urban,17
37.0,Fog,Jam,Meal,motorcycle,0.0,No,Metropolitian,34
21.0,Cloudy,High,Meal,scooter,1.0,No,Urban,22
34.0,Stormy,Jam,Snack,scooter,0.0,No,Urban,26
27.0,Fog,Jam,Buffet,scooter,0.0,No,Urban,24
23.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,36
29.0,Stormy,Low,Buffet,motorcycle,1.0,No,Urban,16
37.0,Sunny,Low,Snack,motorcycle,1.0,No,Metropolitian,20
20.0,Fog,Medium,Snack,motorcycle,0.0,No,Metropolitian,29
38.0,Cloudy,Low,Snack,scooter,1.0,No,Metropolitian,25
30.0,Cloudy,Jam,Drinks,electric_scooter,1.0,No,Metropolitian,38
30.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,20
34.0,Windy,Jam,Drinks,motorcycle,2.0,No,Metropolitian,39
38.0,Cloudy,Medium,Drinks,scooter,1.0,No,Urban,15
38.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,33
22.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,19
23.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,21
24.0,Cloudy,Medium,Snack,electric_scooter,1.0,No,Urban,39
35.0,Stormy,Jam,Meal,motorcycle,1.0,No,Metropolitian,36
36.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,22
32.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,36
38.0,Stormy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,38
25.0,Sunny,High,Drinks,motorcycle,1.0,No,Metropolitian,44
30.0,Fog,High,Buffet,motorcycle,0.0,No,Metropolitian,36
35.0,Fog,Medium,Drinks,scooter,1.0,No,Metropolitian,36
29.0,Fog,Low,Snack,electric_scooter,1.0,No,Metropolitian,19
24.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,36
33.0,Windy,High,Meal,motorcycle,0.0,No,Metropolitian,33
29.0,Fog,High,Snack,motorcycle,1.0,No,Metropolitian,29
34.0,Sunny,Low,Meal,motorcycle,1.0,No,Metropolitian,32
32.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,50
30.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,36
35.0,Sandstorms,Medium,Buffet,motorcycle,0.0,No,Metropolitian,37
37.0,Stormy,Medium,Snack,motorcycle,0.0,No,Urban,33
38.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,24
30.0,Stormy,Jam,Meal,scooter,2.0,No,Metropolitian,40
24.0,Windy,Jam,Buffet,scooter,1.0,No,Metropolitian,26
23.0,Windy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,27
31.0,Stormy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,24
20.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,14
32.0,Sandstorms,Jam,Buffet,scooter,1.0,No,Metropolitian,27
31.0,Sunny,Jam,Snack,scooter,1.0,No,Metropolitian,16
32.0,Stormy,Medium,Snack,motorcycle,0.0,No,Metropolitian,28
34.0,Sandstorms,High,Snack,scooter,2.0,No,Metropolitian,32
20.0,Stormy,Low,Snack,scooter,0.0,No,Metropolitian,15
29.0,Sandstorms,High,Snack,motorcycle,0.0,No,Urban,21
37.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Urban,17
29.0,Sunny,Low,Meal,motorcycle,2.0,No,Metropolitian,43
20.0,Stormy,Jam,Meal,electric_scooter,1.0,No,Metropolitian,28
37.0,Fog,Low,Snack,motorcycle,1.0,No,Urban,25
33.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,18
38.0,Sandstorms,High,Drinks,scooter,1.0,No,Metropolitian,31
29.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,43
24.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,24
27.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,27
28.0,Sandstorms,High,Snack,motorcycle,1.0,No,Metropolitian,18
24.0,Stormy,Jam,Buffet,scooter,1.0,No,Metropolitian,24
20.0,Sunny,Jam,Drinks,electric_scooter,1.0,No,Metropolitian,20
35.0,Stormy,Medium,Meal,scooter,1.0,No,Urban,37
30.0,Sunny,Low,Snack,scooter,0.0,No,Metropolitian,10
39.0,Fog,Low,Buffet,scooter,1.0,No,Metropolitian,34
33.0,Sandstorms,Jam,Drinks,electric_scooter,0.0,No,Metropolitian,33
21.0,Fog,Low,Meal,scooter,0.0,No,Urban,11
37.0,Stormy,Jam,Drinks,scooter,0.0,No,Metropolitian,41
36.0,Fog,Low,Drinks,motorcycle,1.0,No,Urban,29
33.0,Cloudy,Medium,Drinks,scooter,0.0,No,Metropolitian,34
22.0,Fog,Medium,Meal,scooter,1.0,No,Metropolitian,15
29.0,Stormy,Jam,Snack,motorcycle,0.0,No,Metropolitian,25
38.0,Fog,Jam,Meal,motorcycle,1.0,No,Metropolitian,43
22.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Urban,33
25.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Urban,22
38.0,Cloudy,Jam,Snack,motorcycle,0.0,No,Semi-Urban,48
37.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Urban,36
36.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,36
30.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,17
